Distance,Angle,Velocity,Label
0.363281,-18.0315,-0.117188,0
0.472656,-20.3963,-0.195312,0
0.226562,65.2474,0.9375,1
0.335938,-19.4477,-0.195312,0
0.398438,-31.5652,0.0,0
0.277344,157.033,0.742188,1
0.28125,-13.0427,1.01562,1
0.199219,1.66833,0.3125,1
0.480469,-21.8207,-0.15625,0
0.445312,-19.6853,0.195312,0
0.328125,-17.9139,-0.0390625,0
0.375,-21.8415,0.0,0
0.367188,-19.0921,-0.273438,0
0.484375,-22.0752,0.0390625,0
0.492188,-17.3616,0.351562,0
0.148438,-15.0562,0.234375,1
0.402344,-19.6388,-0.15625,0
0.5,-20.8708,-0.195312,0
0.492188,-22.3132,0.078125,0
0.386719,-16.3202,-0.234375,0
0.375,-27.2508,0.0,0
0.363281,-28.9236,0.0,0
0.472656,-20.5736,-0.234375,0
0.496094,-21.2756,0.0390625,0
0.433594,-22.8871,0.078125,0
0.488281,2.37518,-0.0390625,1
0.214844,181.291,0.664062,1
0.457031,-18.8868,0.0,0
0.457031,-18.0922,0.351562,0
0.417969,-5.03876,0.117188,1
0.230469,91.4864,0.9375,1
0.476562,4.14939,0.117188,1
0.3125,-23.3681,-0.0390625,0
0.292969,-22.3983,0.429688,0
0.332031,-17.14,0.0,0
0.304688,180.923,1.28906,1
0.460938,-21.4652,-0.117188,0
0.402344,1.23456,0.195312,1
0.308594,-23.2881,-0.0390625,0
0.421875,13.5458,0.390625,1
0.375,-21.5329,0.390625,0
0.339844,-18.8499,-0.15625,0
0.253906,-26.3887,0.429688,0
0.402344,-22.2471,-0.117188,0
0.445312,-21.437,0.507812,0
0.417969,-18.1695,-0.15625,0
0.394531,-18.3794,0.0,0
0.335938,-18.431,-0.234375,0
0.246094,63.9641,1.32812,1
0.378906,-31.3561,0.0,0
0.367188,-18.909,0.0,0
0.210938,-8.58413,0.625,1
0.285156,162.461,0.507812,1
0.496094,-21.2681,-0.15625,0
0.351562,-24.046,0.0,0
0.335938,-22.0451,-0.0390625,0
0.425781,-23.3929,-0.117188,0
0.386719,-11.8823,0.0,0
0.316406,-4.01791,0.3125,1
0.488281,-21.7341,-0.234375,0
0.4375,-19.6277,0.351562,0
0.425781,-21.5592,-0.078125,0
0.210938,-11.8644,0.273438,1
0.464844,-18.6468,-0.195312,0
0.367188,-24.6583,-0.078125,0
0.230469,90.6662,0.429688,1
0.238281,85.0016,0.507812,1
0.339844,-14.2284,0.117188,1
0.347656,-19.3328,-0.078125,0
0.457031,-21.5441,0.0390625,0
0.449219,-17.6182,0.351562,0
0.417969,-0.591013,1.01562,1
0.328125,85.8173,0.46875,1
0.332031,-21.8264,-0.15625,0
0.371094,-9.74957,0.351562,1
0.386719,-26.7073,0.0,0
0.308594,-23.8088,0.0,0
0.207031,170.743,0.429688,1
0.371094,-18.1106,0.0,0
0.25,149.173,0.585938,1
0.195312,-10.0779,0.390625,1
0.496094,-17.9819,-0.195312,0
0.5,3.00885,0.507812,1
0.390625,16.8128,0.742188,1
0.316406,-19.7298,-0.0390625,0
0.351562,-26.3126,0.0,0
0.347656,-19.4959,-0.234375,0
0.199219,-11.5894,0.625,1
0.367188,-17.1309,0.429688,1
0.324219,-6.24938,0.351562,1
0.320312,82.1985,0.507812,1
0.480469,-9.44632,0.585938,1
0.386719,-17.5724,0.0,0
0.378906,-17.5962,0.234375,0
0.210938,-14.1148,0.898438,1
0.425781,-20.9813,0.351562,0
0.328125,-16.5664,0.429688,0
0.4375,-20.5288,-0.195312,0
0.492188,-20.738,-0.15625,0
0.308594,-8.21119,0.117188,1
0.4375,12.8579,0.0390625,1
0.425781,-20.9401,-0.195312,0
0.429688,-21.5479,-0.15625,0
0.269531,178.69,1.09375,1
0.480469,-18.7298,-0.195312,0
0.480469,-23.2158,0.0,0
0.417969,-20.0366,-0.234375,0
0.402344,-20.9813,-0.117188,0
0.21875,86.8476,1.40625,1
0.230469,-6.82842,0.46875,1
0.386719,-17.5724,0.0,0
0.445312,-21.4896,-0.0390625,0
0.203125,87.2188,0.703125,1
0.441406,-19.2828,0.390625,0
0.308594,-11.0099,0.273438,1
0.339844,-9.66442,0.46875,1
0.402344,-29.0755,0.0,0
0.410156,-18.7372,-0.117188,0
0.351562,-17.6164,-0.234375,0
0.269531,162.538,0.664062,1
0.222656,86.6216,0.429688,1
0.359375,-26.5273,0.0,0
0.378906,-15.4984,0.0,0
0.226562,163.057,0.625,1
0.367188,-22.1224,-0.0390625,0
0.351562,-21.4521,0.390625,0
0.347656,-22.8169,-0.15625,0
0.359375,-16.3658,0.0,0
0.203125,182.289,1.13281,1
0.34375,-17.4825,0.390625,0
0.464844,-18.7834,0.429688,0
0.195312,-1.13312,1.13281,1
0.480469,-20.8746,-0.234375,0
0.40625,-27.1819,0.0,0
0.460938,76.501,0.703125,1
0.394531,-23.763,0.390625,0
0.425781,-18.885,-0.273438,0
0.277344,101.73,0.546875,1
0.21875,-5.77115,0.117188,1
0.453125,-20.1968,-0.078125,0
0.339844,-17.6421,-0.15625,0
0.476562,-21.0281,0.0390625,0
0.417969,-17.8734,0.390625,0
0.390625,-20.4298,-0.273438,0
0.335938,-7.75918,0.3125,1
0.425781,-13.7959,0.703125,1
0.492188,-21.8867,-0.15625,0
0.433594,-20.1409,-0.15625,0
0.46875,-19.9641,-0.15625,0
0.355469,-21.6946,-0.234375,0
0.230469,86.5954,0.46875,1
0.453125,-3.91275,1.05469,1
0.371094,11.1275,-0.15625,1
0.320312,-21.4183,-0.195312,0
0.347656,-19.5201,0.390625,0
0.351562,156.917,0.625,1
0.398438,1.65784,0.390625,1
0.308594,-6.45171,0.78125,1
0.222656,87.6738,0.507812,1
0.371094,-20.7773,0.351562,0
0.265625,71.344,0.507812,1
0.445312,-20.3776,-0.15625,0
0.378906,-19.4811,-0.195312,0
0.410156,-34.341,0.0,0
0.496094,-22.6993,0.0,0
0.398438,-20.4074,-0.273438,0
0.320312,-21.0974,0.351562,0
0.34375,-19.6426,0.351562,0
0.390625,-22.9839,0.0,0
0.449219,-15.6146,-0.3125,0
0.257812,184.856,0.390625,1
0.324219,-17.1217,0.351562,1
0.21875,163.375,0.742188,1
0.273438,56.2435,0.46875,1
0.34375,-18.1639,0.351562,0
0.410156,4.29316,0.117188,1
0.457031,-19.155,0.351562,0
0.449219,-0.528063,-0.0390625,1
0.464844,-21.5441,-0.0390625,0
0.386719,-16.3111,0.0,0
0.316406,-20.4112,0.507812,0
0.296875,-21.1105,0.429688,0
0.414062,-28.8856,0.0,0
0.480469,-20.8746,-0.234375,0
0.261719,-5.32318,0.46875,1
0.492188,-20.4504,0.117188,0
0.203125,152.454,1.09375,1
0.28125,192.935,0.429688,1
0.445312,-23.6293,-0.195312,0
0.3125,-23.1036,-0.15625,0
0.414062,-21.736,-0.078125,0
0.410156,4.29316,0.117188,1
0.230469,-3.67268,0.976562,1
0.453125,-20.5512,-0.0390625,0
0.382812,1.65434,0.195312,1
0.472656,-19.9417,0.3125,0
0.355469,-19.793,0.3125,0
0.222656,89.3915,1.44531,1
0.476562,-8.89549,0.273438,1
0.449219,-19.0088,0.390625,0
0.386719,-16.3111,0.0,0
0.457031,-18.9182,-0.234375,0
0.371094,-22.113,0.0,0
0.347656,-9.12564,0.390625,1
0.375,-21.5159,-0.15625,0
0.425781,0.627734,0.46875,1
0.414062,-21.7548,0.0,0
0.246094,58.7728,1.05469,1
0.203125,74.2583,1.21094,1
0.332031,-22.0903,0.0,0
0.398438,-25.533,0.0,0
0.335938,-18.396,0.351562,0
0.414062,-18.6541,0.351562,0
0.472656,-19.4718,-0.273438,0
0.371094,-18.4494,0.0,0
0.488281,-21.2549,0.0390625,0
0.355469,-21.785,0.0,0
0.273438,72.9514,0.507812,1
0.476562,-17.1309,0.273438,0
0.253906,-19.9157,0.507812,0
0.429688,-20.5045,0.195312,0
0.351562,-20.1763,-0.195312,0
0.214844,91.3098,1.05469,1
0.320312,-24.0767,0.429688,0
0.214844,160.374,0.625,1
0.457031,-22.5383,-0.117188,0
0.351562,-18.5268,-0.078125,0
0.222656,87.9608,0.78125,1
0.273438,0.748391,1.5625,1
0.316406,11.3468,0.390625,1
0.332031,-20.4933,0.546875,0
0.230469,-8.79285,0.820312,1
0.371094,0.662707,0.859375,1
0.441406,9.49418,0.078125,1
0.429688,-17.3671,-0.234375,0
0.382812,-29.6916,0.0,0
0.457031,-18.9182,-0.234375,0
0.402344,-22.1375,-0.15625,0
0.425781,-7.4734,0.585938,1
0.476562,-19.4941,-0.15625,0
0.246094,67.7926,0.820312,1
0.476562,-19.3513,-0.195312,0
0.40625,-20.3571,-0.117188,0
0.414062,-20.9775,0.390625,0
0.472656,-21.2362,-0.078125,0
0.476562,-21.672,0.0,0
0.484375,-19.5665,-0.234375,0
0.375,-20.9288,0.0390625,0
0.207031,81.6422,1.17188,1
0.367188,-16.8274,0.0,0
0.367188,-16.8274,0.0,0
0.445312,-20.4952,-0.234375,0
0.300781,-9.91993,0.078125,1
0.359375,-26.5273,0.0,0
0.316406,11.3468,0.390625,1
0.40625,-28.2188,0.0,0
0.347656,-21.0618,0.351562,0
0.230469,177.199,0.625,1
0.363281,-22.8491,-0.234375,0
0.335938,-21.4765,0.351562,0
0.382812,-6.40772,0.234375,1
0.398438,-19.8042,0.0,0
0.195312,-10.0779,0.390625,1
0.398438,-30.4067,0.0,0
0.191406,-19.5275,0.273438,1
0.394531,-19.5071,0.117188,0
0.371094,-23.3129,0.0,0
0.195312,-10.0779,0.390625,1
0.433594,-1.18908,0.546875,1
0.453125,-21.0899,-0.15625,0
0.359375,-16.3658,0.0,0
0.449219,-21.6212,-0.15625,0
0.222656,86.4079,0.585938,1
0.339844,-17.2938,0.0,0
0.210938,3.78131,0.3125,1
0.394531,-22.0319,0.0,0
0.476562,-19.9864,-0.273438,0
0.371094,-18.8332,0.0,0
0.351562,-16.3549,0.0,0
0.398438,-18.7778,-0.234375,0
0.257812,-0.486097,1.05469,1
0.359375,-20.3198,0.0,0
0.238281,-20.9382,0.3125,0
0.207031,-8.00984,0.625,1
0.214844,160.445,1.28906,1
0.398438,-21.7869,-0.234375,0
0.328125,83.0677,1.09375,1
0.429688,1.49866,0.234375,1
0.480469,-15.8598,0.3125,0
0.3125,97.911,0.976562,1
0.453125,10.3249,0.15625,1
0.457031,-18.6357,-0.234375,0
0.488281,-21.6006,0.0,0
0.472656,-16.6138,-0.234375,0
0.265625,98.425,0.585938,1
0.261719,-24.1169,0.546875,0
0.398438,-22.0187,-0.273438,0
0.410156,-17.7265,0.273438,0
0.347656,-25.2117,0.0,0
0.460938,-16.0581,0.234375,1
0.449219,-20.7922,0.15625,0
0.234375,94.3826,0.351562,1
,,,1
0.277344,7.32882,0.546875,1
0.371094,-17.001,0.273438,0
0.382812,-21.0768,-0.15625,0
0.347656,-23.4043,-0.0390625,0
0.410156,-18.6984,0.0,0
0.410156,-22.1696,-0.078125,0
0.40625,-17.6733,0.351562,0
0.1875,-7.0856,0.703125,1
0.285156,61.0085,0.507812,1
0.429688,-21.0169,-0.15625,0
0.335938,-22.8396,0.0,0
0.472656,-6.70164,0.273438,1
0.339844,-22.2489,-0.0390625,0
0.371094,-15.9726,0.351562,0
0.476562,-20.0124,-0.273438,0
0.265625,70.5022,0.585938,1
0.410156,4.29316,0.117188,1
0.472656,-17.1382,0.429688,0
0.453125,-19.1106,-0.234375,0
0.441406,9.31872,0.351562,1
0.351562,-17.259,-0.078125,0
0.449219,-20.2993,-0.195312,0
0.203125,-13.3049,0.664062,1
0.300781,-11.017,0.273438,1
0.25,85.3368,1.01562,1
0.3125,155.497,0.78125,1
0.367188,-9.75844,0.234375,1
0.167969,-5.70965,1.36719,1
0.417969,-25.2562,-0.0390625,0
0.277344,-5.03174,1.17188,1
0.480469,-19.4514,-0.273438,0
0.390625,-20.9101,-0.195312,0
0.453125,-0.687188,0.664062,1
0.457031,-21.817,0.0,0
0.492188,-20.4504,0.117188,0
0.203125,159.352,0.625,1
0.21875,67.8776,0.429688,1
0.207031,73.2694,0.859375,1
0.449219,-23.0143,-0.15625,0
0.273438,78.9544,0.390625,1
0.316406,159.658,0.78125,1
0.21875,88.7584,0.351562,1
0.40625,-18.3075,0.390625,0
0.324219,-21.0506,0.0,0
0.273438,63.6289,0.664062,1
0.425781,0.627734,0.46875,1
0.289062,159.114,0.507812,1
0.289062,99.6414,0.546875,1
0.4375,-20.9288,-0.0390625,0
0.480469,-19.663,0.429688,0
0.425781,-23.6236,-0.078125,0
0.496094,-20.6932,-0.078125,0
0.5,-17.8091,0.0390625,0
0.417969,-19.155,0.15625,0
0.355469,-20.652,-0.078125,0
0.363281,-22.3737,0.0,0
0.203125,-10.928,0.703125,0
0.394531,-14.0391,0.0,0
0.234375,-4.3668,0.117188,1
0.308594,58.7012,0.859375,1
0.261719,87.8261,0.546875,1
0.230469,-10.1881,0.820312,1
0.445312,-21.8565,0.117188,0
0.476562,-18.1658,-0.234375,0
0.347656,1.14012,0.390625,1
0.371094,-18.4162,-0.234375,0
0.484375,-19.5665,-0.234375,0
0.359375,-26.5273,0.0,0
0.398438,-30.2608,0.0,0
0.359375,-26.5273,0.0,0
0.457031,10.0247,0.585938,1
0.230469,152.501,0.546875,1
0.476562,-21.1893,-0.195312,0
0.238281,63.6484,0.390625,1
0.226562,64.6955,1.36719,1
0.269531,4.05297,0.351562,1
0.5,-18.6246,-0.273438,0
0.238281,90.0087,0.429688,1
0.328125,-23.3262,-0.195312,0
0.234375,-29.7036,0.390625,0
0.414062,-21.1105,0.234375,0
0.367188,-21.6908,-0.15625,0
0.285156,-7.57041,1.17188,1
0.339844,-20.469,-0.195312,0
0.214844,-6.46227,0.742188,1
0.382812,-20.2266,-0.15625,0
0.25,73.3588,0.898438,1
0.335938,-18.2449,-0.0390625,0
0.46875,-19.6184,-0.15625,0
0.457031,-21.1368,-0.117188,0
0.386719,-30.7519,0.0,0
0.484375,-18.8739,0.3125,0
0.226562,80.6547,0.585938,1
0.265625,-23.7401,0.273438,0
0.46875,4.38434,0.351562,1
0.363281,-23.3681,-0.117188,0
0.386719,-16.3202,-0.234375,0
0.335938,-17.3433,0.0,0
0.480469,-4.17744,0.234375,1
0.367188,-26.7073,0.0,0
0.308594,-13.886,0.273438,1
0.371094,-20.4877,0.46875,0
0.429688,-19.3106,-0.15625,0
0.25,162.898,0.429688,1
0.363281,-22.4134,-0.117188,0
0.472656,-15.3714,0.585938,1
0.5,-20.5866,-0.273438,0
0.433594,-20.1409,-0.15625,0
0.484375,-19.7744,0.3125,0
0.246094,180.998,0.742188,1
0.496094,-16.8804,0.273438,0
0.351562,1.92199,0.351562,1
0.4375,0.00874264,0.820312,1
0.453125,-22.2584,-0.117188,0
0.347656,-23.7859,-0.0390625,0
0.449219,-23.2101,0.0,0
0.308594,161.041,0.585938,1
0.308594,-13.886,0.273438,1
0.464844,-18.6468,-0.195312,0
0.34375,-26.721,0.0,0
0.371094,-19.5627,-0.0390625,0
0.417969,2.5747,0.664062,1
0.347656,-27.5127,0.0,0
0.351562,59.9394,0.859375,1
0.265625,-8.23062,0.507812,1
0.433594,-20.0087,-0.078125,0
0.210938,177.263,0.507812,1
0.359375,-25.0437,0.351562,0
0.21875,81.1576,1.44531,1
0.417969,-19.5442,0.390625,0
0.265625,88.0308,0.46875,1
0.351562,86.6216,0.820312,1
0.390625,192.004,0.742188,1
0.445312,-20.1819,-0.234375,0
0.390625,-26.3789,0.46875,1
0.457031,5.67275,0.664062,1
0.253906,-22.5591,0.234375,0
0.464844,-20.568,-0.273438,0
0.324219,-19.7187,-0.078125,0
0.464844,-19.585,-0.273438,0
0.308594,63.2732,0.546875,1
0.449219,-20.2713,0.0390625,0
0.414062,-35.0449,0.0,0
0.464844,-20.8671,0.3125,0
0.359375,-7.76095,0.195312,1
0.496094,-20.1167,0.078125,0
0.457031,-24.3336,-0.0390625,0
0.367188,-16.8274,0.0,0
0.460938,-19.7428,-0.234375,0
0.480469,-19.3699,-0.351562,0
0.351562,-18.8702,0.351562,0
0.386719,-23.2215,0.0,0
0.21875,64.9061,0.625,1
0.347656,-20.5866,-0.0390625,0
0.371094,-21.2099,-0.15625,0
0.328125,79.4493,1.17188,1
0.328125,-17.3964,-0.15625,0
0.433594,8.59828,0.507812,1
0.371094,-14.0788,0.625,1
0.234375,-18.2836,0.429688,0
0.375,-21.2568,-0.195312,0
0.414062,-29.1756,0.0,0
0.332031,-25.1171,-0.117188,0
0.34375,-20.441,0.429688,0
0.351562,-0.911022,0.351562,1
0.433594,-22.3378,0.0,0
0.386719,-22.8131,0.0,0
0.34375,-3.38362,0.273438,1
0.453125,-12.5765,0.078125,0
0.324219,-23.8031,-0.0390625,0
0.339844,-23.3567,-0.0390625,0
0.21875,-7.25831,0.625,1
0.335938,-8.31897,1.01562,1
0.332031,-21.8057,-0.195312,0
0.265625,58.9689,0.390625,1
0.277344,-5.03174,1.17188,1
0.480469,13.1899,0.429688,1
0.492188,-15.9144,0.0,1
0.277344,156.479,0.859375,1
0.367188,-17.7192,-0.0390625,0
0.480469,-9.44632,0.585938,1
0.207031,76.5279,2.07031,1
0.378906,-20.6838,-0.195312,0
0.3125,-20.7436,0.429688,0
0.355469,-4.63867,0.429688,1
0.433594,-18.0995,-0.15625,0
0.246094,180.383,0.546875,1
0.367188,-3.82162,-0.117188,1
0.375,-21.3094,-0.15625,0
0.222656,-22.6121,0.78125,0
0.398438,-20.8951,0.195312,0
0.5,1.47592,0.273438,1
0.433594,-20.29,-0.195312,0
0.351562,-26.3126,0.0,0
0.304688,92.3839,0.78125,1
0.382812,-30.4756,0.0,0
0.398438,-18.232,-0.0390625,0
0.34375,-18.7852,0.0,0
0.453125,-22.6993,-0.078125,0
0.191406,-7.32353,0.742188,1
0.386719,-23.2215,0.0,0
0.363281,-20.5997,-0.0390625,0
0.460938,-21.3244,-0.234375,0
0.304688,-21.753,-0.195312,0
0.441406,-20.3963,-0.234375,0
0.3125,-20.7436,0.429688,0
0.453125,-20.6576,0.429688,0
0.398438,-31.5159,0.0,0
